QuoteDate,SymbolId,SymbolName,DealVolume,DealCount,DealAmount,OpenPrice,HighPrice,LowPrice,ClosePrice,PriceChange,PriceChangeRatio,PERatio
2017/10/23,1101,台泥,4129404,1641,139534351,33.7,33.9,33.7,33.8,-0.1,-0.29,17.51
2017/10/23,1301,台塑,3507091,1913,322332913,92.8,93.1,91.2,91.7,-1.1,-1.19,13.57
2017/10/23,2002,中鋼,4997942,1946,123824661,24.75,24.8,24.75,24.8,0.05,0.2,22.14
2017/10/23,2330,台積電,15959559,6686,3820927681,239,240,238.5,239,1.5,0.63,17.66
2017/10/24,1101,台泥,4539778,2001,152577358,33.65,33.75,33.5,33.55,-0.25,-0.74,17.38
2017/10/24,1301,台塑,3962262,1850,364252896,92,92.3,91.7,92,0.3,0.33,13.61
2017/10/24,2002,中鋼,6176139,1914,152690228,24.75,24.75,24.65,24.75,-0.05,-0.2,22.1
2017/10/24,2330,台積電,16100570,6034,3842463252,240,240,238,238,-1,-0.42,17.59
2017/10/25,1101,台泥,3160308,1369,106006857,33.5,33.6,33.5,33.5,-0.05,-0.15,17.36
2017/10/25,1301,台塑,2460787,1013,226233404,92.2,92.2,91.8,92,0,0,13.61
2017/10/25,2002,中鋼,8882903,3229,219699740,24.7,24.8,24.65,24.75,0,0,22.1
2017/10/25,2330,台積電,17205187,5808,4099505436,238.5,239,237.5,238,0,0,17.59
2017/10/26,1101,台泥,2953836,1152,99016195,33.55,33.65,33.45,33.45,-0.05,-0.15,17.33
2017/10/26,1301,台塑,2692466,1518,247058052,91.7,92,91.5,92,0,0,13.61
2017/10/26,2002,中鋼,5619283,2217,138864415,24.75,24.8,24.65,24.7,-0.05,-0.2,22.05
2017/10/26,2330,台積電,12959717,4947,3069618429,237,238,236,236,-2,-0.84,17.44
2017/10/27,1101,台泥,3308600,1155,110789904,33.5,33.65,33.4,33.45,0,0,17.33
2017/10/27,1301,台塑,1802753,1008,165868808,92.8,92.8,91.7,91.9,-0.1,-0.11,13.59
2017/10/27,2002,中鋼,7874936,2387,194234548,24.7,24.75,24.6,24.65,-0.05,-0.2,22.01
2017/10/27,2330,台積電,18040541,5715,4304460160,237.5,240,237.5,239,3,1.27,17.66
2017/10/30,1101,台泥,2933919,1098,98275575,33.5,33.55,33.45,33.45,0,0,17.33
2017/10/30,1301,台塑,2394696,1055,219886022,92.1,92.3,91.6,91.6,-0.3,-0.33,13.55
2017/10/30,2002,中鋼,9327798,2435,230190000,24.65,24.8,24.6,24.65,0,0,22.01
2017/10/30,2330,台積電,30241990,10609,7358619170,242,245,241.5,243,4,1.67,17.96
2017/10/31,1101,台泥,4424791,1903,148411440,33.4,33.75,33.4,33.5,0.05,0.15,17.36
2017/10/31,1301,台塑,4120436,2015,378154721,91.5,92.4,91.2,91.9,0.3,0.33,13.59
2017/10/31,2002,中鋼,10377671,3185,255521167,24.7,24.75,24.55,24.55,-0.1,-0.41,21.92
2017/10/31,2330,台積電,22582013,8176,5497062659,243.5,245,241.5,243,0,0,17.96
2017/11/1,1101,台泥,2575942,1153,86451888,33.65,33.65,33.5,33.6,0.1,0.3,17.41
2017/11/1,1301,台塑,3410931,1819,312154566,92,92.1,91.3,91.4,-0.5,-0.54,13.52
2017/11/1,2002,中鋼,9568188,3978,235014831,24.7,24.7,24.5,24.5,-0.05,-0.2,21.88
2017/11/1,2330,台積電,20465054,6464,4975624502,243.5,245,241.5,242.5,-0.5,-0.21,17.92
2017/11/2,1101,台泥,2410203,981,81204243,33.6,33.8,33.6,33.6,0,0,17.41
2017/11/2,1301,台塑,1997507,1124,183019777,91.2,91.9,91.2,91.5,0.1,0.11,13.54
2017/11/2,2002,中鋼,9968888,4498,245958934,24.55,24.75,24.5,24.6,0.1,0.41,21.96
2017/11/2,2330,台積電,16309342,5912,3940181714,242,242.5,240.5,241,-1.5,-0.62,17.81
2017/11/3,1101,台泥,1352829,424,45568789,33.6,33.7,33.6,33.7,0.1,0.3,17.46
2017/11/3,1301,台塑,1991518,1103,183351980,91.6,92.5,91.6,92.5,1,1.09,13.68
2017/11/3,2002,中鋼,4897131,1999,120674595,24.6,24.7,24.55,24.7,0.1,0.41,22.05
2017/11/3,2330,台積電,18327682,5621,4386122470,240.5,241,238.5,239,-2,-0.83,17.66
2017/11/6,1101,台泥,3349093,1177,112741565,33.65,33.75,33.5,33.7,0,0,17.46
2017/11/6,1301,台塑,2568233,1615,235794859,91.8,92.2,91.5,91.8,-0.7,-0.76,13.58
2017/11/6,2002,中鋼,5576710,2047,137393578,24.6,24.7,24.55,24.7,0,0,22.05
2017/11/6,2330,台積電,21029515,6601,5063670900,243.5,244,239,239.5,0.5,0.21,17.7
2017/11/7,1101,台泥,3346840,1180,112186981,33.65,33.7,33.4,33.4,-0.3,-0.89,17.31
2017/11/7,1301,台塑,3564214,1818,329457425,91.9,92.7,91.9,92.7,0.9,0.98,13.71
2017/11/7,2002,中鋼,4640150,2121,114431418,24.6,24.7,24.55,24.7,0,0,22.05
2017/11/7,2330,台積電,21689261,6729,5266500464,242,244,241.5,244,4.5,1.88,18.03
2017/11/8,1101,台泥,2979585,1262,99779241,33.5,33.6,33.4,33.5,0.1,0.3,17.36
2017/11/8,1301,台塑,2695041,1638,248645452,92.7,92.8,91.9,92.3,-0.4,-0.43,13.65
2017/11/8,2002,中鋼,6802558,2645,167342378,24.6,24.7,24.55,24.55,-0.15,-0.61,21.92
2017/11/8,2330,台積電,14579103,4610,3536455029,243,243.5,242,242.5,-1.5,-0.61,17.92
2017/11/9,1101,台泥,4348717,1289,145790712,33.6,33.65,33.45,33.5,0,0,17.36
2017/11/9,1301,台塑,3783314,2070,348534296,92.6,92.6,91.8,92.1,-0.2,-0.22,13.62
2017/11/9,2002,中鋼,7292043,3213,179644229,24.55,24.7,24.55,24.7,0.15,0.61,22.05
2017/11/9,2330,台積電,21366949,6339,5151628572,240.5,243,240,241,-1.5,-0.62,17.81
2017/11/10,1101,台泥,4460138,1973,149392367,33.5,33.7,33.35,33.55,0.05,0.15,17.38
2017/11/10,1301,台塑,4132354,1308,377820501,92,92.3,91.5,92.1,0,0,13.62
2017/11/10,2002,中鋼,6206822,1966,152713326,24.65,24.7,24.5,24.6,-0.1,-0.4,21.96
2017/11/10,2330,台積電,15061296,4465,3629826936,240,242,239.5,240.5,-0.5,-0.21,17.78
2017/11/13,1101,台泥,5119785,1850,172091490,33.6,33.7,33.5,33.65,0.1,0.3,18.39
2017/11/13,1301,台塑,4733295,2288,439868197,92.1,93.5,91.8,93,0.9,0.98,12.19
2017/11/13,2002,中鋼,7605332,2854,187318171,24.6,24.7,24.5,24.65,0.05,0.2,22.01
2017/11/13,2330,台積電,12087858,4288,2904559294,240,241.5,239.5,239.5,-1,-0.42,17.7
2017/11/14,1101,台泥,2527525,806,85064443,33.65,33.75,33.55,33.65,0,0,18.39
2017/11/14,1301,台塑,3128311,1625,290459476,92.5,93.5,92.5,92.6,-0.4,-0.43,12.14
2017/11/14,2002,中鋼,8301413,3001,204625078,24.65,24.7,24.6,24.6,-0.05,-0.2,26.74
2017/11/14,2330,台積電,17229176,4130,4132433432,241,241,239,240,0.5,0.21,18.09
2017/11/15,1101,台泥,22812777,7647,788592214,33.95,34.95,33.95,34.7,1.05,3.12,18.96
2017/11/15,1301,台塑,7014076,4180,651920416,93,93.3,92.7,92.7,0.1,0.11,12.15
2017/11/15,2002,中鋼,18850264,4222,462181357,24.55,24.6,24.4,24.4,-0.2,-0.81,26.52
2017/11/15,2330,台積電,29720308,9224,7063591898,239,239.5,236,237.5,-2.5,-1.04,17.9
2017/11/16,1101,台泥,8848867,3225,306155817,34.8,34.85,34.25,34.3,-0.4,-1.15,18.74
2017/11/16,1301,台塑,2964804,1548,273963883,92.3,92.8,92.1,92.3,-0.4,-0.43,12.1
2017/11/16,2002,中鋼,12972395,4705,315814786,24.3,24.4,24.25,24.3,-0.1,-0.41,26.41
2017/11/16,2330,台積電,17274172,5683,4118927788,238,240,237.5,238,0.5,0.21,17.94
2017/11/17,1101,台泥,7145532,3095,247515593,34.5,34.75,34.5,34.65,0.35,1.02,18.93
2017/11/17,1301,台塑,3982123,1956,367497688,92.3,92.7,92,92.1,-0.2,-0.22,12.07
2017/11/17,2002,中鋼,8288127,2858,202382783,24.4,24.5,24.35,24.4,0.1,0.41,26.52
2017/11/17,2330,台積電,18741825,5647,4528440917,240.5,242.5,240.5,241.5,3.5,1.47,18.2
2017/11/20,1101,台泥,5643344,2098,194779002,34.5,34.8,34.2,34.2,-0.45,-1.3,18.69
2017/11/20,1301,台塑,2632293,1744,243348897,92,92.6,92,92.5,0.4,0.43,12.12
2017/11/20,2002,中鋼,9599041,3195,233785037,24.3,24.4,24.3,24.35,-0.05,-0.2,26.47
2017/11/20,2330,台積電,19811271,5935,4744311377,241,241.5,238,238.5,-3,-1.24,17.97
2017/11/21,1101,台泥,4933093,2042,169680122,34.25,34.55,34.25,34.35,0.15,0.44,18.77
2017/11/21,1301,台塑,5023284,2785,464044528,92.3,92.8,92.1,92.1,-0.4,-0.43,12.07
2017/11/21,2002,中鋼,10811315,3591,263396181,24.3,24.45,24.3,24.3,-0.05,-0.21,26.41
2017/11/21,2330,台積電,22878024,7942,5529803248,240,243,239.5,243,4.5,1.89,18.31
2017/11/22,1101,台泥,6629869,2904,228445765,34.35,34.7,34.3,34.7,0.35,1.02,18.96
2017/11/22,1301,台塑,7911452,3176,735337836,92.6,93.5,92.4,92.5,0.4,0.43,12.12
2017/11/22,2002,中鋼,14836774,5066,363870727,24.45,24.6,24.35,24.6,0.3,1.23,26.74
2017/11/22,2330,台積電,27251431,7655,6631376152,244.5,244.5,242,242,-1,-0.41,18.24
2017/11/23,1101,台泥,7662588,3790,264907273,34.5,34.85,34.35,34.5,-0.2,-0.58,18.85
2017/11/23,1301,台塑,6534056,2881,608153608,93,93.4,92.6,93.4,0.9,0.97,12.24
2017/11/23,2002,中鋼,5920665,2779,145579849,24.6,24.65,24.5,24.65,0.05,0.2,26.79
2017/11/23,2330,台積電,9562763,4253,2320934646,242,243.5,241.5,242.5,0.5,0.21,18.27
2017/11/24,1101,台泥,26124974,3002,873229549,34.4,34.75,34.35,34.55,0.05,0.14,18.88
2017/11/24,1301,台塑,4811782,1942,447717014,93.6,93.6,92.5,92.5,-0.9,-0.96,12.12
2017/11/24,2002,中鋼,6640760,2284,162581305,24.6,24.65,24.4,24.4,-0.25,-1.01,26.52
2017/11/24,2330,台積電,11404453,3910,2777319771,242,244.5,241.5,244,1.5,0.62,18.39
2017/11/27,1101,台泥,12051257,2510,406727962,34.6,34.6,34.25,34.4,-0.15,-0.43,18.8
2017/11/27,1301,台塑,6011485,2183,559345660,92.6,93.3,92.5,93.3,0.8,0.86,12.23
2017/11/27,2002,中鋼,6258861,2618,153021493,24.4,24.5,24.4,24.4,0,0,26.52
2017/11/27,2330,台積電,32247327,14743,7696717391,240,240,237,237,-7,-2.87,17.86
2017/11/28,1101,台泥,12572523,5293,424181979,34.2,34.25,33.6,33.6,-0.8,-2.33,18.36
2017/11/28,1301,台塑,5841496,2297,544940209,93.3,93.5,93,93.4,0.1,0.11,12.24
2017/11/28,2002,中鋼,6953419,2444,169442405,24.4,24.45,24.3,24.35,-0.05,-0.2,26.47
2017/11/28,2330,台積電,47834178,15262,11198457400,234.5,235,233,234,-3,-1.27,17.63
2017/11/29,1101,台泥,8504909,2695,288239821,33.65,34,33.65,33.9,0.3,0.89,18.52
2017/11/29,1301,台塑,6139465,1581,574133217,93.4,93.7,93.4,93.6,0.2,0.21,12.27
2017/11/29,2002,中鋼,12042881,5123,293564360,24.35,24.5,24.3,24.45,0.1,0.41,26.58
2017/11/29,2330,台積電,26535797,6976,6234161137,235,236,234.5,234.5,0.5,0.21,17.67
2017/11/30,1101,台泥,26474022,3951,890683320,33.9,33.95,33.55,33.55,-0.35,-1.03,18.33
2017/11/30,1301,台塑,17032427,2811,1554920957,93.6,93.8,90.6,90.6,-3,-3.21,11.87
2017/11/30,2002,中鋼,25843785,4472,632037298,24.45,24.5,24.3,24.5,0.05,0.2,26.63
2017/11/30,2330,台積電,112262770,21352,25539072296,226.5,230.5,226,226,-8.5,-3.62,17.03
2017/12/1,1101,台泥,7123033,3333,240051899,33.9,33.9,33.55,33.7,0.15,0.45,18.42
2017/12/1,1301,台塑,7625912,3439,704887645,91.5,93.2,91.5,92.8,2.2,2.43,12.16
2017/12/1,2002,中鋼,10946837,3547,267686247,24.45,24.55,24.35,24.45,-0.05,-0.2,26.58
2017/12/1,2330,台積電,38356265,17632,8830392980,228.5,233.5,227.5,231,5,2.21,17.41
2017/12/4,1101,台泥,6593409,2242,223261358,33.6,33.95,33.55,33.95,0.25,0.74,18.55
2017/12/4,1301,台塑,4721151,2977,440204743,92.8,93.6,92.4,93.3,0.5,0.54,12.23
2017/12/4,2002,中鋼,12438720,4611,305779545,24.4,24.7,24.35,24.7,0.25,1.02,26.85
2017/12/4,2330,台積電,22939032,7763,5347622547,232.5,234.5,231,234,3,1.3,17.63
2017/12/5,1101,台泥,9422890,3570,318060752,33.9,33.95,33.6,33.95,0,0,18.55
2017/12/5,1301,台塑,6271908,3208,586602558,92.9,93.8,92.9,93.6,0.3,0.32,12.27
2017/12/5,2002,中鋼,11434412,4187,281806147,24.5,24.7,24.5,24.65,-0.05,-0.2,26.79
2017/12/5,2330,台積電,30189765,11202,6938661754,231,231,228.5,229.5,-4.5,-1.92,17.29
2017/12/6,1101,台泥,22611757,6963,771496136,33.9,34.65,33.8,33.8,-0.15,-0.44,18.47
2017/12/6,1301,台塑,5130656,2875,476549326,93.5,93.5,92.5,93,-0.6,-0.64,12.19
2017/12/6,2002,中鋼,16415194,6813,401304839,24.6,24.6,24.3,24.5,-0.15,-0.61,26.63
2017/12/6,2330,台積電,34031690,10749,7752572207,228,229.5,226.5,227,-2.5,-1.09,17.11
2017/12/7,1101,台泥,13793636,1832,467875848,34,34.15,33.85,33.9,0.1,0.3,18.52
2017/12/7,1301,台塑,6570650,2490,612327877,93,93.8,92.7,93,0,0,12.19
2017/12/7,2002,中鋼,11239578,3461,275097311,24.45,24.55,24.4,24.45,-0.05,-0.2,26.58
2017/12/7,2330,台積電,41619903,13336,9349711831,226.5,226.5,222.5,226.5,-0.5,-0.22,17.07
2017/12/8,1101,台泥,3200243,1303,108157713,33.95,34.05,33.7,33.8,-0.1,-0.29,18.47
2017/12/8,1301,台塑,6343520,2048,591152660,93,93.5,92.8,93,0,0,12.19
2017/12/8,2002,中鋼,9881089,2688,241000135,24.35,24.45,24.35,24.4,-0.05,-0.2,26.52
2017/12/8,2330,台積電,38183260,9485,8678808540,231,231,224.5,227,0.5,0.22,17.11
2017/12/11,1101,台泥,2431644,1165,82663518,33.9,34.1,33.7,34.1,0.3,0.89,18.63
2017/12/11,1301,台塑,4343412,1769,405577104,93.4,94,92.9,92.9,-0.1,-0.11,12.18
2017/12/11,2002,中鋼,9895328,3003,240976467,24.3,24.4,24.3,24.35,-0.05,-0.2,26.47
2017/12/11,2330,台積電,20649609,6384,4706571094,228.5,229,227,227.5,0.5,0.22,17.14
2017/12/12,1101,台泥,3099372,1388,104896946,34.1,34.1,33.7,33.9,-0.2,-0.59,18.52
2017/12/12,1301,台塑,4189213,2000,389850009,92.5,93.4,92.5,93.3,0.4,0.43,12.23
2017/12/12,2002,中鋼,13300069,4320,323008085,24.3,24.35,24.25,24.3,-0.05,-0.21,26.41
2017/12/12,2330,台積電,28188584,6210,6399536562,229.5,229.5,225,227.5,0,0,17.14
2017/12/13,1101,台泥,2613981,835,88878939,33.9,34.1,33.8,34.1,0.2,0.59,18.63
2017/12/13,1301,台塑,3776144,2051,352456804,93.3,93.6,92.9,93.5,0.2,0.21,12.25
2017/12/13,2002,中鋼,14151140,4530,343226478,24.25,24.3,24.15,24.3,0,0,26.41
2017/12/13,2330,台積電,19619331,6108,4454578768,227.5,228,226.5,227,-0.5,-0.22,17.11
2017/12/14,1101,台泥,3018536,1472,102968463,34.1,34.2,34.05,34.1,0,0,18.63
2017/12/14,1301,台塑,5820689,2367,546794767,93.7,94.2,93.5,93.9,0.4,0.43,12.31
2017/12/14,2002,中鋼,16095427,4353,390770579,24.25,24.35,24.25,24.25,-0.05,-0.21,26.36
2017/12/14,2330,台積電,17263313,6689,3956456249,228,230.5,227.5,230.5,3.5,1.54,17.37
2017/12/15,1101,台泥,10035129,1960,340415547,34.1,34.1,33.65,34,-0.1,-0.29,18.58
2017/12/15,1301,台塑,8448534,1812,789336991,93.8,93.9,93.3,93.3,-0.6,-0.64,12.23
2017/12/15,2002,中鋼,24160518,3974,585748477,24.25,24.3,24.2,24.25,0,0,26.36
2017/12/15,2330,台積電,42725779,7602,9781791170,228.5,230,226.5,230,-0.5,-0.22,17.33
2017/12/18,1101,台泥,4315751,2003,146648234,34.05,34.1,33.85,34.1,0.1,0.29,18.63
2017/12/18,1301,台塑,7429342,3067,703814216,94.1,95.2,93.9,94.7,1.4,1.5,12.41
2017/12/18,2002,中鋼,7698239,2963,186808700,24.3,24.3,24.2,24.25,0,0,26.36
2017/12/18,2330,台積電,15702664,5961,3565805928,227,228,226.5,227,-3,-1.3,17.11
2017/12/19,1101,台泥,9853266,2026,338303062,34.15,34.6,34,34.45,0.35,1.03,18.83
2017/12/19,1301,台塑,6183364,2206,586805343,94.3,95.4,94.3,94.8,0.1,0.11,12.42
2017/12/19,2002,中鋼,14685920,4036,355311801,24.3,24.35,24.15,24.15,-0.1,-0.41,26.25
2017/12/19,2330,台積電,25899129,7609,5844605314,226.5,228.5,224,225,-2,-0.88,16.96
2017/12/20,1101,台泥,12409979,3548,428826211,34.45,34.7,34.35,34.55,0.1,0.29,18.88
2017/12/20,1301,台塑,2974398,1531,282311453,94.9,95.2,94.6,94.8,0,0,12.42
2017/12/20,2002,中鋼,10260308,3833,248323550,24.15,24.3,24.15,24.2,0.05,0.21,26.3
2017/12/20,2330,台積電,34514333,10336,7748610375,225,225.5,223.5,224.5,-0.5,-0.22,16.92
2017/12/21,1101,台泥,6137501,1154,212322178,34.5,34.7,34.45,34.55,0,0,18.88
2017/12/21,1301,台塑,3603020,1421,342839774,94.9,95.5,94.3,94.9,0.1,0.11,12.44
2017/12/21,2002,中鋼,8032489,3911,195236175,24.2,24.35,24.2,24.25,0.05,0.21,26.36
2017/12/21,2330,台積電,20826164,5893,4696105505,226.5,227,224.5,225,0.5,0.22,16.96
2017/12/22,1101,台泥,25247556,5151,884212516,34.55,35.3,34.5,35.15,0.6,1.74,19.21
2017/12/22,1301,台塑,6583169,1997,628514005,95.1,96,95,95.4,0.5,0.53,12.5
2017/12/22,2002,中鋼,10261101,2439,250177753,24.3,24.45,24.25,24.45,0.2,0.82,26.58
2017/12/22,2330,台積電,19106483,6146,4315809802,225,227.5,224,227.5,2.5,1.11,17.14
2017/12/25,1101,台泥,15153859,5787,543236324,35.3,36.25,35.1,36.15,1,2.84,19.75
2017/12/25,1301,台塑,2370999,1585,227241782,95.5,96.1,95.2,96,0.6,0.63,12.58
2017/12/25,2002,中鋼,3904333,1370,95107698,24.3,24.4,24.3,24.35,-0.1,-0.41,26.47
2017/12/25,2330,台積電,4579675,2288,1045118165,228,229.5,226.5,228.5,1,0.44,17.22
2017/12/26,1101,台泥,18802178,7927,683520276,36.1,36.5,35.95,36.4,0.25,0.69,19.89
2017/12/26,1301,台塑,3163803,1643,303606118,95.9,96.3,95.6,96,0,0,12.58
2017/12/26,2002,中鋼,8770995,2465,214115519,24.4,24.5,24.35,24.4,0.05,0.21,26.52
2017/12/26,2330,台積電,13755843,3550,3118538018,229,229,225,226,-2.5,-1.09,17.03
2017/12/27,1101,台泥,8808450,3132,319904500,36.1,36.45,36,36.2,-0.2,-0.55,19.78
2017/12/27,1301,台塑,10769918,5754,1051498364,95.8,98.7,95.8,98.5,2.5,2.6,12.91
2017/12/27,2002,中鋼,20326314,4049,498060241,24.35,24.6,24.35,24.55,0.15,0.61,26.68
2017/12/27,2330,台積電,12515245,5717,2820168625,225,226,225,225,-1,-0.44,16.96
2017/12/28,1101,台泥,7612103,2577,275264758,36.1,36.25,36,36.2,0,0,19.78
2017/12/28,1301,台塑,8999759,4558,876615626,98.4,98.8,96.8,96.9,-1.6,-1.62,12.7
2017/12/28,2002,中鋼,16072922,3690,396049704,24.6,24.7,24.55,24.7,0.15,0.61,26.85
2017/12/28,2330,台積電,24370371,7413,5521736966,226.5,228,225,226,1,0.44,17.03
2017/12/29,1101,台泥,13039478,3330,474385049,36.2,36.8,36.1,36.45,0.25,0.69,19.92
2017/12/29,1301,台塑,11516397,5136,1130932233,97.2,98.7,97,98.7,1.8,1.86,12.94
2017/12/29,2002,中鋼,11108750,3135,274524862,24.7,24.75,24.6,24.75,0.05,0.2,26.9
2017/12/29,2330,台積電,25610443,8325,5861624377,227.5,230,226.5,229.5,3.5,1.55,17.29
2018/1/2,1101,台泥,13698944,3932,499370945,36.45,36.6,36.05,36.55,0.1,0.27,19.97
2018/1/2,1301,台塑,5407964,3402,528887150,98.6,98.6,97.2,98.1,-0.6,-0.61,12.86
2018/1/2,2002,中鋼,8305886,3958,204950796,24.75,24.75,24.65,24.7,-0.05,-0.2,26.85
2018/1/2,2330,台積電,18055269,9954,4188555408,231.5,232.5,231,232.5,3,1.31,17.52
2018/1/3,1101,台泥,19959825,5001,737353608,36.5,37.35,36.25,37.35,0.8,2.19,20.41
2018/1/3,1301,台塑,6459420,4058,633537060,98.1,98.5,97.7,98.5,0.4,0.41,12.91
2018/1/3,2002,中鋼,25990159,8507,645461850,24.7,24.9,24.65,24.9,0.2,0.81,27.07
2018/1/3,2330,台積電,31706091,13633,7504382512,236,238,235.5,237,4.5,1.94,17.86
2018/1/4,1101,台泥,14927721,5698,555392977,37.35,37.45,36.75,37.2,-0.15,-0.4,20.33
2018/1/4,1301,台塑,6986409,3706,687262891,98.5,98.6,98,98.5,0,0,12.91
2018/1/4,2002,中鋼,26619434,9306,663203341,24.9,25,24.8,24.8,-0.1,-0.4,26.96
2018/1/4,2330,台積電,29179613,10953,6963192636,240,240,236.5,239.5,2.5,1.05,18.05
2018/1/5,1101,台泥,35536815,7554,1325926954,37.5,37.5,37.05,37.3,0.1,0.27,20.38
2018/1/5,1301,台塑,5955166,2165,586058168,98.6,98.9,98.3,98.4,-0.1,-0.1,12.9
2018/1/5,2002,中鋼,24308761,7601,606066713,24.8,25,24.8,24.95,0.15,0.6,27.12
2018/1/5,2330,台積電,23721255,8659,5681934695,240,240,238,240,0.5,0.21,18.09
2018/1/8,1101,台泥,22660681,7513,858574153,37.4,38.3,37.2,38.2,0.9,2.41,20.87
2018/1/8,1301,台塑,11285468,4958,1116173732,98.5,99.5,98.4,99.5,1.1,1.12,13.04
2018/1/8,2002,中鋼,35395360,11066,892588989,25,25.4,25,25.25,0.3,1.2,27.45
2018/1/8,2330,台積電,21846692,10251,5281823362,242,242.5,240.5,242,2,0.83,18.24
2018/1/9,1101,台泥,19053008,6170,728607834,38.1,38.55,37.9,38.3,0.1,0.26,20.93
2018/1/9,1301,台塑,12461880,5976,1259020460,100,102.5,99.7,102.5,3,3.02,13.43
2018/1/9,2002,中鋼,23166626,5251,583325465,25.25,25.25,25.05,25.25,0,0,27.45
2018/1/9,2330,台積電,19043123,7124,4588314012,242,242,239.5,242,0,0,18.24
2018/1/10,1101,台泥,11674625,4366,447720584,38.3,38.5,38,38.45,0.15,0.39,21.01
2018/1/10,1301,台塑,11932854,5269,1210224283,102.5,103,100.5,101,-1.5,-1.46,13.24
2018/1/10,2002,中鋼,25070638,10218,634393091,25.05,25.4,25.05,25.3,0.05,0.2,27.5
2018/1/10,2330,台積電,25716220,10534,6118683273,241.5,242,236,236.5,-5.5,-2.27,17.82
2018/1/11,1101,台泥,35062055,10505,1322632044,38.3,38.35,37.45,37.5,-0.95,-2.47,20.49
2018/1/11,1301,台塑,8914169,4248,894924952,101,101,99.9,101,0,0,13.24
2018/1/11,2002,中鋼,16562682,6152,418926528,25.3,25.35,25.2,25.3,0,0,27.5
2018/1/11,2330,台積電,32070338,9199,7500674455,235,236,232.5,235,-1.5,-0.63,17.71
2018/1/12,1101,台泥,18804747,7168,707643024,37.75,37.95,37.35,37.6,0.1,0.27,20.55
2018/1/12,1301,台塑,8389184,4165,853410084,101.5,102.5,101,101.5,0.5,0.5,13.3
2018/1/12,2002,中鋼,22910587,5422,581111367,25.3,25.4,25.3,25.35,0.05,0.2,27.55
2018/1/12,2330,台積電,23141291,7905,5463302207,234.5,238,233.5,237,2,0.85,17.86
2018/1/15,1101,台泥,9637157,2849,363246276,37.65,37.85,37.55,37.85,0.25,0.66,20.68
2018/1/15,1301,台塑,5556338,2581,564750771,102,102.5,101,102,0.5,0.49,13.37
2018/1/15,2002,中鋼,14756678,3963,370917500,25.3,25.4,25,25.1,-0.25,-0.99,27.28
2018/1/15,2330,台積電,28576533,9756,6832851887,240,240,238,240,3,1.27,18.09
2018/1/16,1101,台泥,9338163,3315,354474155,37.95,38.1,37.7,38.1,0.25,0.66,20.82
2018/1/16,1301,台塑,4222104,2288,428988034,102,102,101,102,0,0,13.37
2018/1/16,2002,中鋼,10552218,3542,265156090,25.1,25.2,25.05,25.2,0.1,0.4,27.39
2018/1/16,2330,台積電,23407632,8156,5609009540,240,240.5,238,240.5,0.5,0.21,18.12
2018/1/17,1101,台泥,12716828,4645,487501985,38,38.5,37.9,38.5,0.4,1.05,21.04
2018/1/17,1301,台塑,6013639,2991,611708831,102,102,101,102,0,0,13.37
2018/1/17,2002,中鋼,15670908,4027,394874024,25.2,25.25,25.1,25.15,-0.05,-0.2,27.34
2018/1/17,2330,台積電,38118119,12593,9207582787,240.5,243,239,242,1.5,0.62,18.24
2018/1/18,1101,台泥,13010910,3842,497368272,38.6,38.65,37.75,37.85,-0.65,-1.69,20.68
2018/1/18,1301,台塑,6107542,2216,622969242,102.5,102.5,101.5,101.5,-0.5,-0.49,13.3
2018/1/18,2002,中鋼,17324125,4613,436268075,25.15,25.3,25.05,25.15,0,0,27.34
2018/1/18,2330,台積電,50119952,19482,12406562364,245,250,245,248.5,6.5,2.69,18.73
2018/1/19,1101,台泥,8346117,2707,316437594,37.95,38.1,37.75,37.9,0.05,0.13,20.71
2018/1/19,1301,台塑,9174676,3354,920398100,101.5,102,99.6,100.5,-1,-0.99,13.17
2018/1/19,2002,中鋼,10683523,4681,267763925,25.05,25.1,25,25.1,-0.05,-0.2,27.28
2018/1/19,2330,台積電,55061292,18801,13975174348,253.5,255.5,251.5,255.5,7,2.82,19.25
2018/1/22,1101,台泥,8771524,2258,330896083,37.9,37.9,37.55,37.85,-0.05,-0.13,20.68
2018/1/22,1301,台塑,5928323,2101,598295123,100,101.5,100,101.5,1,1,13.3
2018/1/22,2002,中鋼,16438336,6204,411723400,25.1,25.1,24.9,25.05,-0.05,-0.2,27.23
2018/1/22,2330,台積電,45907509,13558,11934882643,257.5,262,257,261.5,6,2.35,19.71
2018/1/23,1101,台泥,13647470,4030,507908931,37.8,37.8,36.85,37.3,-0.55,-1.45,20.38
2018/1/23,1301,台塑,7400715,3953,740098518,101.5,101.5,99.7,100,-1.5,-1.48,13.11
2018/1/23,2002,中鋼,8916992,3906,222618130,25.05,25.1,24.9,25,-0.05,-0.2,27.17
2018/1/23,2330,台積電,34606444,13993,9155080569,262.5,266,262.5,266,4.5,1.72,20.05
2018/1/24,1101,台泥,8517283,3140,316930360,37.45,37.45,36.9,37.3,0,0,20.38
2018/1/24,1301,台塑,5319042,2896,529043730,100,100,99.1,99.2,-0.8,-0.8,13
2018/1/24,2002,中鋼,12781259,4561,317821351,24.95,25,24.75,25,0,0,27.17
2018/1/24,2330,台積電,42600813,17287,11022372004,263,263,256.5,258,-8,-3.01,19.44
